video_id,youtube,title,keyword,keyword_zh,school_raw,status,desc_preview
W7B3RMs-iHU,https://www.youtube.com/watch?v=W7B3RMs-iHU,Word of the Day: replace (v) 更換 （修正版）,replace (v),更換 （修正版）,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | It is important to replace the light bulb of a headlight when it goes out.  | 當頭燈壞掉，更換一個新的燈泡是很重要的。 | There are many steps to tak
EcLV1dXtYTk,https://www.youtube.com/watch?v=EcLV1dXtYTk,Word of the Day: shoelaces (n) 鞋帶 (修正版),shoelaces (n),鞋帶 (修正版),彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin ties his shoelaces. 凱文綁他的鞋帶。 | He first puts on his shoes to tie his shoelaces. 他先穿上鞋子然後綁鞋帶。
lHqHLlNJLic,https://www.youtube.com/watch?v=lHqHLlNJLic,Word of the Day: three-on-three basketball (n) 三對三籃球賽 (修正版),three-on-three basketball (n),三對三籃球賽 (修正版),台中市清水區清海國中,out_of_county,台中市清水區清海國中 | The students play three-on-three basketball. 學生們打三對三籃球賽。 | Three-on-three basketball is a popular sport. 三對三籃球賽是很受歡迎的運動項目。
CVjDDw_oJ7s,https://www.youtube.com/watch?v=CVjDDw_oJ7s,Word of the Day: Chinese class 國語課,Chinese class,國語課,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students are participating in Chinese class. 學生們正在上國語課。 | They use a dictionary in Chinese class. 他們在國語課上使用字典。
pla7cQw6N8s,https://www.youtube.com/watch?v=pla7cQw6N8s,Word of the Day: dance 跳舞,dance,跳舞,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students dance to the music.學生們跟隨著音樂節奏跳舞。 | The students dance together in class.學生們在課堂上一起舞蹈。
rxg6HDTnzsM,https://www.youtube.com/watch?v=rxg6HDTnzsM,Word of the Day: contraption (n) 裝置,contraption (n),裝置,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students are making different contraptions with building blocks.  | 學生們用積木打造不同的裝置。 | They follow instructions to build thei
kxA56JM2mmg,https://www.youtube.com/watch?v=kxA56JM2mmg,Word of the Day: traffic (n) 交通,traffic (n),交通,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | Students learn about traffic safety through practical exercises on the school campus. 學生透過校園實作練習，了解交通安全知識。 | They also practice
HBvHIdpcjZM,https://www.youtube.com/watch?v=HBvHIdpcjZM,Word of the Day: fire extinguisher (n) 滅火器,fire extinguisher (n),滅火器,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The school teachers take part in a fire extinguisher training session. 學校教職員練習使用滅火器。 | They learn how to use fire extinguishers
mgthqmnx3AM,https://www.youtube.com/watch?v=mgthqmnx3AM,Word of the Day: contest (n) 比賽,contest (n),比賽,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students compete in a speaking contest at their school. 同學們參與學校辦的演說比賽。 | Each student goes up and makes a speech for the co
MF-eDJ8sGos,https://www.youtube.com/watch?v=MF-eDJ8sGos,Word of the Day: kite (n) 風箏,kite (n),風箏,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The teachers make kites in school. 老師們在學校製作風箏。 | They tie string to the kites. 他們把繩子綁在風箏上。
56-EYkzIPN4,https://www.youtube.com/watch?v=56-EYkzIPN4,Word of the Day: recorder (n) 直笛,recorder (n),直笛,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The recorder is the first musical instrument that many students learn.直笛是很多學生學的第一項樂器。 | You can play many songs on a recorder. 
54Laq8puqm4,https://www.youtube.com/watch?v=54Laq8puqm4,Word of the Day: write (v) 寫,write (v),寫,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students write in their workbooks.同學們在習作本上寫字。 | They are focused on writing neatly.他們很專注把字寫工整。
4r-iwTII49Q,https://www.youtube.com/watch?v=4r-iwTII49Q,Word of the Day: English song (n) 英語歌謠,English song (n),英語歌謠,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | Singing English songs is a great way to practice English.唱英文歌是練習英文很棒的方式。 | Students sing English songs while moving their bodie
ni71EnsSYTo,https://www.youtube.com/watch?v=ni71EnsSYTo,Word of the Day: first grader 一年級生,first grader,一年級生,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The first graders follow the teacher's instructions.一年級學生聽從老師的指示。 | The first graders enjoy their class.一年級學生喜歡學習。
4pwqo2p_5sg,https://www.youtube.com/watch?v=4pwqo2p_5sg,Word of the Day: unicycle (n) 獨輪車,unicycle (n),獨輪車,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students practice riding unicylces.學生練習騎獨輪車。 | They use a handrail to help them balance themselves on the unicycles.他們使用扶手來
_LicXch0Qdw,https://www.youtube.com/watch?v=_LicXch0Qdw,Word of the Day: lion dance 舞獅,lion dance,舞獅,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The lion dance is a traditional dance performed during the Lunar NewYear. 舞獅是農曆新年期間表演的傳統舞蹈。 | Some students perform the lion da
j1dnx1Clnd8,https://www.youtube.com/watch?v=j1dnx1Clnd8,Word of the Day: social studies 社會科,social studies,社會科,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The teacher is teaching social studies.  這位老師正在教社會科。 | The students pay attention to the teacher teaching social studies.  學生們在
-z5e0b9oOlY,https://www.youtube.com/watch?v=-z5e0b9oOlY,Word of the Day: wash your hands 洗手,wash your hands,洗手,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小  | It's important to wash your hands after using the bathroom.  上完廁所後洗手是很重要的。 | Make sure to wash your hands with soap and water 
oHZdWXr8l5k,https://www.youtube.com/watch?v=oHZdWXr8l5k,Word of the Day: correct (v) 改正,correct (v),改正,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The teachers correct the students' work. 老師改同學的作業。 | They use a red pen to correct the students' work. 他們使用紅筆來改學生的作業。
TYx6kP-un4A,https://www.youtube.com/watch?v=TYx6kP-un4A,Word of the Day: sweep (v) 掃,sweep (v),掃,南投縣南投市西嶺國小,out_of_county,"南投縣南投市西嶺國小 | Every day, students sweep away fallen leaves on school grounds.         ""每天學生打掃校園的落葉。 | "" | Students in Taiwan sweep the school"
usipIvFTP0I,https://www.youtube.com/watch?v=usipIvFTP0I,Word of the Day: :swimming class 游泳課,:swimming class,游泳課,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students learn how to swim in swimming class. | 同學們在游泳課時學習如何游泳。 | They learn the basics of swimming in swimming class. | 他們
gkibdVSyksw,https://www.youtube.com/watch?v=gkibdVSyksw,Word of the Day: math class 數學課,math class,數學課,南投縣南投市西嶺國小,out_of_county,南投縣南投市西嶺國小 | The students are in math class. 學生們正在上數學課。 | The teacher teaches math in math class. 老師在數學課教數學。
bn5sWLjsboI,https://www.youtube.com/watch?v=bn5sWLjsboI,Word of the Day: jump rope 跳繩,jump rope,跳繩,南投縣南投市西嶺國小,out_of_county,"南投縣南投市西嶺國小 | The kids jump rope to get some exercise. 小朋友跳繩做運動。 | When the weather is nice, you can go outside to jump rope! 當天氣不錯時，你可以到外面跳繩"
U1nBfTdDTZs,https://www.youtube.com/watch?v=U1nBfTdDTZs,Word of the Day: professional development 專業進修,professional development,專業進修,南投縣南投市西嶺國小,out_of_county,"南投縣南投市西嶺國小 | In Taiwan, all schools have professional development sessions for teachers. 在台灣，所有學校都有教師專業訓練課程。 | Teachers learn new skills and"
XScmP_Wccys,https://www.youtube.com/watch?v=XScmP_Wccys,Word of the Day: daydream (v) 做白日夢,daydream (v),做白日夢,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin daydreams in the park. 凱文在公園做白日夢。 | He daydreams during his lunch break. 他在午餐休息時間的時候做白日夢。
IYoSXJV-F3g,https://www.youtube.com/watch?v=IYoSXJV-F3g,Word of the Day: vacuum (n) 吸塵器,vacuum (n),吸塵器,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin uses a vacuum to clean the stairs. 凱文使用吸塵器來清理樓梯。 | A vacuum is used to clean a dirty floor. 吸塵器用來清理骯髒的地板。
bA-3BJa76bM,https://www.youtube.com/watch?v=bA-3BJa76bM,Word of the Day: range hood 抽油煙機,range hood,抽油煙機,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | There are lights and fans on the range hood. 抽油煙機上有燈和風扇。 | The range hood sucks up the smoke while cooking. 抽油煙機在烹飪時會吸走油煙。
mKYpfiRCC34,https://www.youtube.com/watch?v=mKYpfiRCC34,Word of the Day: car wax 汽車蠟,car wax,汽車蠟,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin uses car wax to wax his car. 凱文用汽車蠟來幫他的汽車打蠟。 | Car wax is used to protect the paint of a car. 汽車蠟可以用來保護車子的漆面。
48Xy60miAB0,https://www.youtube.com/watch?v=48Xy60miAB0,Word of the Day: climb (v) 攀爬,climb (v),攀爬,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The children are climbing the climbing wall. 孩子們正在攀爬攀岩牆。 | They grab on to the climbing holds to climb the wall. 他們抓住攀爬點來爬牆。
I996Vcx8gQU,https://www.youtube.com/watch?v=I996Vcx8gQU,Word of the Day: anniversary (n) 校慶,anniversary (n),校慶,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The elementary school is celebrating their school anniversary.   | 這間小學正在慶祝他們的校慶。 | They celebrate their school anniversary by h
XtCGJRy41iY,https://www.youtube.com/watch?v=XtCGJRy41iY,Word of the Day: elevator (n) 電梯,elevator (n),電梯,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The elevator goes up and down to different floors. 電梯往上往下到不同的樓層。 | Elevators are convenient to use to go up and down floors. 使用電
qJHDuHESJyE,https://www.youtube.com/watch?v=qJHDuHESJyE,Word of the Day: joss paper 金紙,joss paper,金紙,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | In Taiwan, joss paper is burned as an offering. 在台灣，人們燒紙錢拜拜。 | People burn joss paper at temples and in front of their homes. 人們"
TVEV-Iao_BI,https://www.youtube.com/watch?v=TVEV-Iao_BI,Word of the Day: incense (n) 香,incense (n),香,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | In Taiwan, incense is burned before prayers. 在台灣，祈禱前要燒香。 | Incense is often burned in temples in Taiwan. 台灣的寺廟裡經常燒香。"
HMQl7xH2VXI,https://www.youtube.com/watch?v=HMQl7xH2VXI,Word of the Day: jacket (n) 夾克,jacket (n),夾克,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The weather is hot so Kevin takes off his jacket. 天氣熱時，凱文脫掉夾克。 | Now it is cold so Kevin puts on his jacket. 現在天氣冷了，凱文穿上夾克。
yO6MFTPwDE0,https://www.youtube.com/watch?v=yO6MFTPwDE0,Word of the Day: engine (n) 引擎,engine (n),引擎,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The lights in the car turn on when you start the engine. 當你發動引擎時，車內的燈會亮起來。 | You need to push the button to start the engine. 你必
N6rKYeFMN6c,https://www.youtube.com/watch?v=N6rKYeFMN6c,Word of the Day: windshield wipers 擋風玻璃雨刷,windshield wipers,擋風玻璃雨刷,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The windshield wipers wipe off the rain. 雨刷可以將雨刷乾淨。 | Windshield wipers are used when it is raining. 下雨時可以使用雨刷。
jUIDBC2Nam0,https://www.youtube.com/watch?v=jUIDBC2Nam0,Word of the Day: air (n) 空氣,air (n),空氣,(none in desc),missing,The students learn about air in class. 學生在課堂上學習有關空氣的知識。 | They use a toy to demonstrate the movement of air. 他們用玩具來示範空氣的運動。
i5NE3lXX4xM,https://www.youtube.com/watch?v=i5NE3lXX4xM,Word of the Day: reinstall (v) 重新安裝,reinstall (v),重新安裝,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin needs to reinstall the software on his computer. 凱文需要在他的電腦上重新安裝軟體。 | He has to go through many settings to reinstall the s
C0mTCC_rj88,https://www.youtube.com/watch?v=C0mTCC_rj88,Word of the Day: package (n) 包裹,package (n),包裹,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The delivery man delivers the packages. 送貨員遞送包裹。 | A razor is used to open the packages. 刀片用來將包裹打開。
APBiBipeAt8,https://www.youtube.com/watch?v=APBiBipeAt8,Word of the Day: microwave (n) 微波爐,microwave (n),微波爐,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | A microwave is used to heat food. 微波爐用來幫熱食物。 | A microwave is used as a convenient appliance to prepare food. 微波爐可以用來準備食物，是非常便利的
qUYH28pWoak,https://www.youtube.com/watch?v=qUYH28pWoak,Word of the Day: peel (v) 剝皮,peel (v),剝皮,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | Kevin peels a tangerine for a snack. Kevin剝橘子當點心。 | After peeling, he seperates the slices of the tangerine. 剝皮之後，他將橘子一片一片分開。"
adsoGAUX7SM,https://www.youtube.com/watch?v=adsoGAUX7SM,Word of the Day exercise 運動,Word of the Day exercise,運動,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin exercises at the local park. Kevin在當地的公園運動。 | He uses the equipment to exercise. 他使用運動器材做運動。
rOKw0xaHVV8,https://www.youtube.com/watch?v=rOKw0xaHVV8,Word of the Day: signal (n) 信號,signal (n),信號,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The turn signal shows that the car will turn left or right. 方向燈會顯示車子接下來會左轉還是右轉。 | The driver needs to make sure to use the turn 
Ym__GAlMO8Y,https://www.youtube.com/watch?v=Ym__GAlMO8Y,Word of the Day: Christmas (n) 聖誕節,Christmas (n),聖誕節,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | People are starting to get ready for Christmas in the city. 這個城市的人們已經開始在為聖誕節做準備了。 | Christmas is a joyous time of the year. 聖誕節是
JJW7GqbO6dM,https://www.youtube.com/watch?v=JJW7GqbO6dM,Word of the Day: High Speed Rail 高鐵,High Speed Rail,高鐵,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | People wait on the platform to ride the High Speed Rail. 人們在月台等待搭乘高鐵。 | The High Speed Rail is a great way to travel in Taiwan. 
0A3Q2BUfTtM,https://www.youtube.com/watch?v=0A3Q2BUfTtM,Word of the Day: sheep (n) 羊,sheep (n),羊,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The sheep are very hungry. 這些羊很餓。 | The girls feed the sheep. 小女孩正在餵羊。
0eIvWBEoNhI,https://www.youtube.com/watch?v=0eIvWBEoNhI,Word of the Day: drill (n) 鑽孔機,drill (n),鑽孔機,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin uses a drill to install a new light. Kevin用鑽孔機來安裝一盞新燈。 | He changes the drill bit on the drill. 他更換鑽孔機的鑽頭。
3n1qa-iX_rg,https://www.youtube.com/watch?v=3n1qa-iX_rg,Word of the Day: dance (v) 跳舞,dance (v),跳舞,台中市清水區大秀國小,out_of_county,台中市清水區大秀國小 | The students dance to the music. 學生們跟隨著音樂節奏跳舞。 | The students dance together in class. 學生們在課堂上一起舞蹈。
8CJVaYf8R1Y,https://www.youtube.com/watch?v=8CJVaYf8R1Y,Word of the Day mop 拖地,Word of the Day mop,拖地,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Kevin mops the floor. Kevin在拖地。 | Kevin uses a mop to mop the floor. Kevin用一支拖把在拖地。
Njoo0RXQCdY,https://www.youtube.com/watch?v=Njoo0RXQCdY,Word of the Day gate 門,Word of the Day gate,門,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | You need to push the button to open and close the gate. 你必須按開關來打開或關上門。 | The gate protects the house. 門可以保護你的房子。
ulGzfF63qbs,https://www.youtube.com/watch?v=ulGzfF63qbs,Word of the Day: new car 新車,new car,新車,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | There is a new car in the shop. 這間店裡有一輛新車。 | The new car is very shiny. 新車閃閃發亮。
-2_TeEJCJpc,https://www.youtube.com/watch?v=-2_TeEJCJpc,Word of the Day: charm (n) 飾品,charm (n),飾品,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Different charms are used to decorate clogs. 不同的飾品被用來裝飾這雙鞋子。 | The charms make the clogs unique. 飾品讓這雙鞋顯得非常獨特。
MgDQr0pNu4I,https://www.youtube.com/watch?v=MgDQr0pNu4I,Word of the Day: install (v) 安裝,install (v),安裝,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | He takes off the old router to install the new router. 他將舊的路由器取下，安裝新的上去。 | He needs to install a new router on the wall. 他需要安裝一台
SwlsSpawrUE,https://www.youtube.com/watch?v=SwlsSpawrUE,Word of the Day: oil change (n) 換機油,oil change (n),換機油,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The mechanic is working on an oil change. 技工正在換機油。 | The car needs to be lifted for an oil change. 換機油時車子必須要往上升高。
dxfeNK3A0d4,https://www.youtube.com/watch?v=dxfeNK3A0d4,Word of the Day: drive-through (n) 得來速,drive-through (n),得來速,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The family goes to the drive-through restaurant. 這家人到得來速餐廳。 | The girls enjoy their fries from the drive-through restaurant. 小女孩
LA-GuMwg-tI,https://www.youtube.com/watch?v=LA-GuMwg-tI,Word of the Day: highway (n) 高速公路,highway (n),高速公路,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | You need to speed up to get on the highway. 進到高速公路時必須要加速。 | The highway has many exits. 高速公路有很多出口。
XP9S087oues,https://www.youtube.com/watch?v=XP9S087oues,Word of the Day: mask (n) 面具,mask (n),面具,台中市清水區大秀國小,out_of_county,台中市清水區大秀國小 | The students make masks in art class. 同學們在美術課中製作面具。 | They stick colorful feathers on their masks with glue. 他們用膠水將彩色的羽毛黏到面具上面。
HUHWuGkSB90,https://www.youtube.com/watch?v=HUHWuGkSB90,Word of the Day: Mother Language Day 母語日,Mother Language Day,母語日,台中市清水區清海國中,out_of_county,台中市清水區清海國中 | The school has a special day for Mother Language Day to teach students about Taiwanese culture. 學校特別設定一天是母語日，讓學生可以學習台灣的文化。 | On
NciTWL-ft_Q,https://www.youtube.com/watch?v=NciTWL-ft_Q,Word of the Day: warm up (n) 暖身,warm up (n),暖身,台中市清水區大秀國小,out_of_county,台中市清水區大秀國小  | The coach is teaching warm-up moves. 教練正在教熱身動作。 | Warm-ups stretch your muscles and prepare you for exercise. 熱身活動可以拉伸您的肌肉，讓您為
46U5FFHbSWM,https://www.youtube.com/watch?v=46U5FFHbSWM,Word of the Day: relay race 接力賽,relay race,接力賽,台中市清水區大秀國小,out_of_county,"台中市清水區大秀國小 | In the relay race,  students pass their batons to the next runners.  在接力賽中，同學們把接力棒遞給下一棒。 | The relay race is a very exciting ev"
WAcCdpvNWIM,https://www.youtube.com/watch?v=WAcCdpvNWIM,Word of the Day: traffic light (n) 紅綠燈,traffic light (n),紅綠燈,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Cars stop when the traffic light is red. 紅燈時車子要停下來。 | The cars can go when the traffic light is green. 綠燈時車子便能前進。
7SJCj-SX7ZY,https://www.youtube.com/watch?v=7SJCj-SX7ZY,Word of the Day: dry (v) 風乾,dry (v),風乾,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | He hangs the clothes outside to dry. 他將衣服吊起來風乾。 | They use clothespins to hang their clothes to dry. 他們用衣夾吊衣服來風乾。
mHE5CF1eFig,https://www.youtube.com/watch?v=mHE5CF1eFig,Word of the Day: steering wheel (n) 方向盤,steering wheel (n),方向盤,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The steering wheel is used to control the direction of the car. 方向盤是用來控制車子方向的。 | He uses both hands to hold the steering wheel. 
uq9cO4Fs1mI,https://www.youtube.com/watch?v=uq9cO4Fs1mI,Word of the Day: shopping cart 購物車,shopping cart,購物車,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | They use a shopping cart at the store. 他們在一家商店使用購物車。 | They put their items in the shopping cart. 他們將貨品放入購物車。
c77jFd8oTU4,https://www.youtube.com/watch?v=c77jFd8oTU4,Word of the Day: screen door 紗門,screen door,紗門,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The screen door has a big hole. 這扇紗門有個很大的破洞。 | He prepares to fix the screen door. 他準備好要修理紗門。
N14nc1JklAA,https://www.youtube.com/watch?v=N14nc1JklAA,Word of the Day: school anniversary 校慶,school anniversary,校慶,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Parents and students attend the school anniversary. 父母和學生參加校慶。 | Everyone is celebrating the school anniversary. 每個人都在慶祝校慶。
gM6IpmJ2IzM,https://www.youtube.com/watch?v=gM6IpmJ2IzM,Word of the Day: sand (v) 磨光,sand (v),磨光,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The desk gets sanded to get repainted. 這張書桌要磨光重新上漆。 | He uses a machine to sand the desks. 他用一台機器來磨書桌。
4I7LaTvraaU,https://www.youtube.com/watch?v=4I7LaTvraaU,Word of the Day: prune (v) 修剪,prune (v),修剪,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | He prunes his plants to help them grow. 他修剪他的植物讓它長得更好。 | He uses pruning shears to prune his plants. 他用修剪植物用的剪刀來修剪他的植物。
